frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto,frame.len,tcp.flags,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,tcp.analysis.lost_segment
"1605","Feb 24, 2015 17:50:20.611740000 CET","00:0c:29:ee:b7:84","00:0c:29:3c:11:3f","192.168.1.100","192.168.1.104","6","66","0x00000018","2086","502",,,
"1606","Feb 24, 2015 17:50:20.612203000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","54","0x00000011","2081","502",,,
"1607","Feb 24, 2015 17:50:20.612372000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","54","0x00000010","502","2081",,,
"1608","Feb 24, 2015 17:50:20.612380000 CET","00:0c:29:3c:11:3f","00:0c:29:ee:b7:84","192.168.1.104","192.168.1.100","6","64","0x00000018","502","2086",,,
"1609","Feb 24, 2015 17:50:20.612642000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","54","0x00000011","502","2081",,,
"1610","Feb 24, 2015 17:50:20.612718000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","54","0x00000010","2081","502",,,
"1611","Feb 24, 2015 17:50:20.613158000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","62","0x00000002","2087","502",,,
"1612","Feb 24, 2015 17:50:20.613272000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","62","0x00000012","502","2087",,,
"1613","Feb 24, 2015 17:50:20.613362000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","54","0x00000010","2087","502",,,
"1614","Feb 24, 2015 17:50:20.613739000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","66","0x00000018","2087","502",,,
"1615","Feb 24, 2015 17:50:20.614199000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","54","0x00000011","2082","502",,,
"1616","Feb 24, 2015 17:50:20.614375000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","54","0x00000010","502","2082",,,
"1617","Feb 24, 2015 17:50:20.614376000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","64","0x00000018","502","2087",,,
"1618","Feb 24, 2015 17:50:20.614650000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","54","0x00000011","502","2082",,,
"1619","Feb 24, 2015 17:50:20.614727000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","54","0x00000010","2082","502",,,
"1620","Feb 24, 2015 17:50:20.615143000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","62","0x00000002","2088","502",,,
"1621","Feb 24, 2015 17:50:20.615253000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","62","0x00000012","502","2088",,,
"1622","Feb 24, 2015 17:50:20.615344000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","54","0x00000010","2088","502",,,
"1623","Feb 24, 2015 17:50:20.615720000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","66","0x00000018","2088","502",,,
"1624","Feb 24, 2015 17:50:20.616167000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","54","0x00000011","2083","502",,,
"1625","Feb 24, 2015 17:50:20.616337000 CET","00:0c:29:58:97:2a","00:0c:29:ee:b7:84","192.168.1.106","192.168.1.100","6","54","0x00000010","502","2083",,,
"1626","Feb 24, 2015 17:50:20.616356000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","64","0x00000018","502","2088",,,
"1627","Feb 24, 2015 17:50:20.616620000 CET","00:0c:29:58:97:2a","00:0c:29:ee:b7:84","192.168.1.106","192.168.1.100","6","54","0x00000011","502","2083",,,
"1628","Feb 24, 2015 17:50:20.616695000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","54","0x00000010","2083","502",,,
"1629","Feb 24, 2015 17:50:20.617092000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","62","0x00000002","2089","502",,,
"1630","Feb 24, 2015 17:50:20.617204000 CET","00:0c:29:58:97:2a","00:0c:29:ee:b7:84","192.168.1.106","192.168.1.100","6","62","0x00000012","502","2089",,,
"1631","Feb 24, 2015 17:50:20.617292000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","54","0x00000010","2089","502",,,
"1632","Feb 24, 2015 17:50:20.617675000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","66","0x00000018","2089","502",,,
"1633","Feb 24, 2015 17:50:20.618125000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","54","0x00000011","2084","502",,,
"1634","Feb 24, 2015 17:50:20.618318000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","54","0x00000010","502","2084",,,
"1635","Feb 24, 2015 17:50:20.618324000 CET","00:0c:29:58:97:2a","00:0c:29:ee:b7:84","192.168.1.106","192.168.1.100","6","64","0x00000018","502","2089",,,
"1636","Feb 24, 2015 17:50:20.618713000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","54","0x00000011","502","2084",,,
"1637","Feb 24, 2015 17:50:20.618964000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","54","0x00000010","2084","502",,,
"1638","Feb 24, 2015 17:50:20.619936000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000011","2085","502",,,
"1639","Feb 24, 2015 17:50:20.620094000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","54","0x00000010","502","2085",,,
"1640","Feb 24, 2015 17:50:20.620364000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","54","0x00000011","502","2085",,,
"1641","Feb 24, 2015 17:50:20.620550000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","62","0x00000002","2090","502",,,
"1642","Feb 24, 2015 17:50:20.620626000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000010","2085","502",,,
"1643","Feb 24, 2015 17:50:20.620694000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","62","0x00000012","502","2090",,,
"1644","Feb 24, 2015 17:50:20.620770000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000010","2090","502",,,
"1645","Feb 24, 2015 17:50:20.621350000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","66","0x00000018","2090","502",,,
"1646","Feb 24, 2015 17:50:20.621881000 CET","00:0c:29:ee:b7:84","00:0c:29:3c:11:3f","192.168.1.100","192.168.1.104","6","54","0x00000011","2086","502",,,
"1647","Feb 24, 2015 17:50:20.622027000 CET","00:0c:29:3c:11:3f","00:0c:29:ee:b7:84","192.168.1.104","192.168.1.100","6","54","0x00000010","502","2086",,,
"1648","Feb 24, 2015 17:50:20.622038000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","64","0x00000018","502","2090",,,
"1649","Feb 24, 2015 17:50:20.622272000 CET","00:0c:29:3c:11:3f","00:0c:29:ee:b7:84","192.168.1.104","192.168.1.100","6","54","0x00000011","502","2086",,,
"1650","Feb 24, 2015 17:50:20.622547000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","54","0x00000011","2087","502",,,
"1651","Feb 24, 2015 17:50:20.622626000 CET","00:0c:29:ee:b7:84","00:0c:29:3c:11:3f","192.168.1.100","192.168.1.104","6","54","0x00000010","2086","502",,,
"1652","Feb 24, 2015 17:50:20.622688000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","54","0x00000010","502","2087",,,
"1653","Feb 24, 2015 17:50:20.622915000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","54","0x00000011","502","2087",,,
"1654","Feb 24, 2015 17:50:20.623000000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","54","0x00000010","2087","502",,,
"1655","Feb 24, 2015 17:50:20.623783000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","54","0x00000011","2088","502",,,
"1656","Feb 24, 2015 17:50:20.623923000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","54","0x00000010","502","2088",,,
"1657","Feb 24, 2015 17:50:20.624137000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","54","0x00000011","502","2088",,,
"1658","Feb 24, 2015 17:50:20.624218000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","54","0x00000010","2088","502",,,
"1659","Feb 24, 2015 17:50:20.624763000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","54","0x00000011","2089","502",,,
"1660","Feb 24, 2015 17:50:20.624902000 CET","00:0c:29:58:97:2a","00:0c:29:ee:b7:84","192.168.1.106","192.168.1.100","6","54","0x00000010","502","2089",,,
"1661","Feb 24, 2015 17:50:20.625113000 CET","00:0c:29:58:97:2a","00:0c:29:ee:b7:84","192.168.1.106","192.168.1.100","6","54","0x00000011","502","2089",,,
"1662","Feb 24, 2015 17:50:20.625206000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","54","0x00000010","2089","502",,,
"1663","Feb 24, 2015 17:50:20.625909000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","62","0x00000002","2091","502",,,
"1664","Feb 24, 2015 17:50:20.626036000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","62","0x00000012","502","2091",,,
"1665","Feb 24, 2015 17:50:20.626127000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","54","0x00000010","2091","502",,,
"1666","Feb 24, 2015 17:50:20.626508000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","66","0x00000018","2091","502",,,
"1667","Feb 24, 2015 17:50:20.626799000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000011","2090","502",,,
"1668","Feb 24, 2015 17:50:20.626919000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","54","0x00000010","502","2090",,,
"1669","Feb 24, 2015 17:50:20.627136000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","54","0x00000011","502","2090",,,
"1670","Feb 24, 2015 17:50:20.627191000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","64","0x00000018","502","2091",,,
"1671","Feb 24, 2015 17:50:20.627276000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000010","2090","502",,,
"1672","Feb 24, 2015 17:50:20.627788000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","54","0x00000011","2091","502",,,
"1673","Feb 24, 2015 17:50:20.627921000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","54","0x00000010","502","2091",,,
"1674","Feb 24, 2015 17:50:20.628123000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","54","0x00000011","502","2091",,,
"1675","Feb 24, 2015 17:50:20.628204000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","54","0x00000010","2091","502",,,
"1676","Feb 24, 2015 17:50:24.196177000 CET","00:0c:29:f9:a8:75","00:0c:29:dc:42:e5","192.168.1.101","192.168.1.103","6","171","0x00000018","1617","24295",,,
"1677","Feb 24, 2015 17:50:24.211784000 CET","00:0c:29:dc:42:e5","00:0c:29:f9:a8:75","192.168.1.103","192.168.1.101","6","128","0x00000018","24295","1617",,,
"1678","Feb 24, 2015 17:50:24.399702000 CET","00:0c:29:f9:a8:75","00:0c:29:dc:42:e5","192.168.1.101","192.168.1.103","6","54","0x00000010","1617","24295",,,
"1679","Feb 24, 2015 17:50:24.399844000 CET","00:0c:29:dc:42:e5","00:0c:29:f9:a8:75","192.168.1.103","192.168.1.101","6","208","0x00000018","24295","1617",,,
"1680","Feb 24, 2015 17:50:24.618728000 CET","00:0c:29:f9:a8:75","00:0c:29:dc:42:e5","192.168.1.101","192.168.1.103","6","54","0x00000010","1617","24295",,,
"1681","Feb 24, 2015 17:50:24.737658000 CET","00:0c:29:f9:a8:75","00:0c:29:70:aa:b7","192.168.1.101","192.168.1.105","6","171","0x00000018","1613","7145",,,
"1682","Feb 24, 2015 17:50:24.743824000 CET","00:0c:29:70:aa:b7","00:0c:29:f9:a8:75","192.168.1.105","192.168.1.101","6","128","0x00000018","7145","1613",,,
"1683","Feb 24, 2015 17:50:24.946697000 CET","00:0c:29:f9:a8:75","00:0c:29:70:aa:b7","192.168.1.101","192.168.1.105","6","54","0x00000010","1613","7145",,,
"1684","Feb 24, 2015 17:50:24.946799000 CET","00:0c:29:70:aa:b7","00:0c:29:f9:a8:75","192.168.1.105","192.168.1.101","6","208","0x00000018","7145","1613",,,
"1685","Feb 24, 2015 17:50:25.141578000 CET","00:0c:29:f9:a8:75","00:0c:29:70:aa:b7","192.168.1.101","192.168.1.105","6","235","0x00000018","1613","7145",,,
"1686","Feb 24, 2015 17:50:25.149685000 CET","00:0c:29:70:aa:b7","00:0c:29:f9:a8:75","192.168.1.105","192.168.1.101","6","128","0x00000018","7145","1613",,,
"1687","Feb 24, 2015 17:50:25.274685000 CET","00:0c:29:f9:a8:75","00:0c:29:70:aa:b7","192.168.1.101","192.168.1.105","6","54","0x00000010","1613","7145",,,
"1688","Feb 24, 2015 17:50:25.274757000 CET","00:0c:29:70:aa:b7","00:0c:29:f9:a8:75","192.168.1.105","192.168.1.101","6","208","0x00000018","7145","1613",,,
"1689","Feb 24, 2015 17:50:25.493729000 CET","00:0c:29:f9:a8:75","00:0c:29:70:aa:b7","192.168.1.101","192.168.1.105","6","54","0x00000010","1613","7145",,,
"1690","Feb 24, 2015 17:50:26.501487000 CET","00:0c:29:f9:a8:75","00:0c:29:dc:42:e5","192.168.1.101","192.168.1.103","6","171","0x00000018","1617","24295",,,
"1691","Feb 24, 2015 17:50:26.508855000 CET","00:0c:29:dc:42:e5","00:0c:29:f9:a8:75","192.168.1.103","192.168.1.101","6","128","0x00000018","24295","1617",,,
"1692","Feb 24, 2015 17:50:26.696824000 CET","00:0c:29:f9:a8:75","00:0c:29:dc:42:e5","192.168.1.101","192.168.1.103","6","54","0x00000010","1617","24295",,,
"1693","Feb 24, 2015 17:50:26.696915000 CET","00:0c:29:dc:42:e5","00:0c:29:f9:a8:75","192.168.1.103","192.168.1.101","6","208","0x00000018","24295","1617",,,
"1694","Feb 24, 2015 17:50:26.915782000 CET","00:0c:29:f9:a8:75","00:0c:29:dc:42:e5","192.168.1.101","192.168.1.103","6","54","0x00000010","1617","24295",,,
"1695","Feb 24, 2015 17:50:26.934452000 CET","00:0c:29:f9:a8:75","00:0c:29:dc:42:e5","192.168.1.101","192.168.1.103","6","235","0x00000018","1617","24295",,,
"1696","Feb 24, 2015 17:50:26.946890000 CET","00:0c:29:dc:42:e5","00:0c:29:f9:a8:75","192.168.1.103","192.168.1.101","6","128","0x00000018","24295","1617",,,
"1697","Feb 24, 2015 17:50:27.133841000 CET","00:0c:29:f9:a8:75","00:0c:29:dc:42:e5","192.168.1.101","192.168.1.103","6","54","0x00000010","1617","24295",,,
"1698","Feb 24, 2015 17:50:27.133997000 CET","00:0c:29:dc:42:e5","00:0c:29:f9:a8:75","192.168.1.103","192.168.1.101","6","208","0x00000018","24295","1617",,,
"1699","Feb 24, 2015 17:50:27.352764000 CET","00:0c:29:f9:a8:75","00:0c:29:dc:42:e5","192.168.1.101","192.168.1.103","6","54","0x00000010","1617","24295",,,
"1700","Feb 24, 2015 17:50:30.588300000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","62","0x00000002","2092","502",,,
"1701","Feb 24, 2015 17:50:30.588466000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","62","0x00000012","502","2092",,,
"1702","Feb 24, 2015 17:50:30.588603000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000010","2092","502",,,
"1703","Feb 24, 2015 17:50:30.589169000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","66","0x00000018","2092","502",,,
"1704","Feb 24, 2015 17:50:30.589757000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","62","0x00000002","2093","502",,,
"1705","Feb 24, 2015 17:50:30.589942000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","62","0x00000012","502","2093",,,
"1706","Feb 24, 2015 17:50:30.590024000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","71","0x00000018","502","2092",,,
"1707","Feb 24, 2015 17:50:30.590086000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","54","0x00000010","2093","502",,,
"1708","Feb 24, 2015 17:50:30.590591000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","66","0x00000018","2093","502",,,
"1709","Feb 24, 2015 17:50:30.591293000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","62","0x00000002","2094","502",,,
"1710","Feb 24, 2015 17:50:30.591477000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","62","0x00000012","502","2094",,,
"1711","Feb 24, 2015 17:50:30.591507000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","71","0x00000018","502","2093",,,
"1712","Feb 24, 2015 17:50:30.591616000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","54","0x00000010","2094","502",,,
"1713","Feb 24, 2015 17:50:30.592125000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","66","0x00000018","2094","502",,,
"1714","Feb 24, 2015 17:50:30.592623000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","62","0x00000002","2095","502",,,
"1715","Feb 24, 2015 17:50:30.592821000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","62","0x00000012","502","2095",,,
"1716","Feb 24, 2015 17:50:30.592935000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","54","0x00000010","2095","502",,,
"1717","Feb 24, 2015 17:50:30.593037000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","71","0x00000018","502","2094",,,
"1718","Feb 24, 2015 17:50:30.593476000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","66","0x00000018","2095","502",,,
"1719","Feb 24, 2015 17:50:30.594282000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000011","2092","502",,,
"1720","Feb 24, 2015 17:50:30.594298000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","71","0x00000018","502","2095",,,
"1721","Feb 24, 2015 17:50:30.594465000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","54","0x00000010","502","2092",,,
"1722","Feb 24, 2015 17:50:30.594757000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","54","0x00000011","502","2092",,,
"1723","Feb 24, 2015 17:50:30.594879000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000010","2092","502",,,
"1724","Feb 24, 2015 17:50:30.595780000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","54","0x00000011","2093","502",,,
"1725","Feb 24, 2015 17:50:30.595951000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","54","0x00000010","502","2093",,,
"1726","Feb 24, 2015 17:50:30.596217000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","54","0x00000011","502","2093",,,
"1727","Feb 24, 2015 17:50:30.596330000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","54","0x00000010","2093","502",,,
"1728","Feb 24, 2015 17:50:30.597067000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","54","0x00000011","2094","502",,,
"1729","Feb 24, 2015 17:50:30.597237000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","54","0x00000010","502","2094",,,
"1730","Feb 24, 2015 17:50:30.597508000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","54","0x00000011","502","2094",,,
"1731","Feb 24, 2015 17:50:30.597610000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","54","0x00000010","2094","502",,,
"1732","Feb 24, 2015 17:50:30.598199000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","54","0x00000011","2095","502",,,
"1733","Feb 24, 2015 17:50:30.598364000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","54","0x00000010","502","2095",,,
"1734","Feb 24, 2015 17:50:30.598618000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","54","0x00000011","502","2095",,,
"1735","Feb 24, 2015 17:50:30.598726000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","54","0x00000010","2095","502",,,
"1736","Feb 24, 2015 17:50:30.599681000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","62","0x00000002","2097","502",,,
"1737","Feb 24, 2015 17:50:30.599844000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","62","0x00000012","502","2097",,,
"1738","Feb 24, 2015 17:50:30.599954000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000010","2097","502",,,
"1739","Feb 24, 2015 17:50:30.600419000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","66","0x00000018","2097","502",,,
"1740","Feb 24, 2015 17:50:30.600797000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","62","0x00000002","2098","502",,,
"1741","Feb 24, 2015 17:50:30.600962000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","62","0x00000012","502","2098",,,
"1742","Feb 24, 2015 17:50:30.601071000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","54","0x00000010","2098","502",,,
"1743","Feb 24, 2015 17:50:30.601322000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","64","0x00000018","502","2097",,,
"1744","Feb 24, 2015 17:50:30.601785000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","66","0x00000018","2098","502",,,
"1745","Feb 24, 2015 17:50:30.602143000 CET","00:0c:29:ee:b7:84","00:0c:29:3c:11:3f","192.168.1.100","192.168.1.104","6","62","0x00000002","2099","502",,,
"1746","Feb 24, 2015 17:50:30.602414000 CET","00:0c:29:3c:11:3f","00:0c:29:ee:b7:84","192.168.1.104","192.168.1.100","6","62","0x00000012","502","2099",,,
"1747","Feb 24, 2015 17:50:30.602558000 CET","00:0c:29:ee:b7:84","00:0c:29:3c:11:3f","192.168.1.100","192.168.1.104","6","54","0x00000010","2099","502",,,
"1748","Feb 24, 2015 17:50:30.602603000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","64","0x00000018","502","2098",,,
"1749","Feb 24, 2015 17:50:30.603416000 CET","00:0c:29:ee:b7:84","00:0c:29:3c:11:3f","192.168.1.100","192.168.1.104","6","66","0x00000018","2099","502",,,
"1750","Feb 24, 2015 17:50:30.603894000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","62","0x00000002","2100","502",,,
"1751","Feb 24, 2015 17:50:30.604045000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","62","0x00000012","502","2100",,,
"1752","Feb 24, 2015 17:50:30.604398000 CET","00:0c:29:3c:11:3f","00:0c:29:ee:b7:84","192.168.1.104","192.168.1.100","6","71","0x00000018","502","2099",,,
"1753","Feb 24, 2015 17:50:30.604517000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","54","0x00000010","2100","502",,,
"1754","Feb 24, 2015 17:50:30.605019000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","66","0x00000018","2100","502",,,
"1755","Feb 24, 2015 17:50:30.605354000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","62","0x00000002","2101","502",,,
"1756","Feb 24, 2015 17:50:30.605513000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","62","0x00000012","502","2101",,,
